33,49,63,80,96,115,132,144,155,171,182,193,204,214,231
109,191,275,315,356,395,433,463,505,541,573,606,634,663,697
23,24,34,43,61,85,106,135,160,171,185,206,223,241,259
85,124,177,239,324,387,397,405,414,423,431,441,448,456,467
82,87,96,103,115,123,136,148,157,165,172,179,190,196,205
